username,tweetcreatedts,text
Areum0002,2023-01-26 02:12:06+00:00,"Perpanjangan Masa Jabatan Kepala Desa Disorot, Perpanjangan Tangan Oligarki? | Serba serbi MMC
#Islamkaffah
Simak selengkapnya dalam video berikut!
https://t.co/cmjwsAEfX2"
Izazizah12,2023-01-26 02:10:53+00:00,"Tuntutan penambahan masa jabatan kepala desa dari 6 tahun menjadi 9 tahun berpotensi melanggengkan oligarki. 
Simak penjelasannya dalam video serba-serbi MMC
#Islamkaffah
https://t.co/sbFiNs6FgL"
soresenduseru,2023-01-26 02:09:26+00:00,"Para kepala desa seharusnya fokus pada kinerja saja bukan sibuk demo menuntut perpanjangan masa jabatan. Serba-serbi MMC | oligarki
#Islamkaffah
https://t.co/UBZixSug9t"
jjajaang_myeon,2023-01-26 02:09:12+00:00,"Indikator keberhasilan kepala desa melaksanakan pembangunan tidak dilihat dari masa jabatan, tapi kepercayaan masyarakat terhadap kinerja aparatur desa. Serba-serbi MMC | oligarki
#Islamkaffah
https://t.co/qQK34aYBJD"
Ichaaaa90,2023-01-26 02:09:04+00:00,"Tuntutan penambahan masa jabatan kepala desa dari 6 tahun menjadi 9 tahun berpotensi melanggengkan oligarki. Lantas, bagaimana Islam memandang hal ini? Selengkapnya dalam video serba-serbi MMC
#Islamkaffah
https://t.co/OqsCaKsnGM"
titikbalik13,2023-01-26 02:08:53+00:00,"Tuntutan kepala desa agar masa jabatan yang awalnya 6 tahun menjadi 9 tahun berpotensi melanggengkan oligarki. Serba-serbi MMC 
#Islamkaffah
https://t.co/D4px8mU88T"
EndangH69388287,2023-01-26 02:08:36+00:00,@yaniarsim Raja raja kecil yg bergelar Kepala Desa akan semakin kuat mencengkram rakyat...jadi kepala desa yang menghabiskan modal besar kl masa jabatan pendek modal belum kembali dan bagaimana bayar hutang nya ke para cukong...
indra_born,2023-01-26 02:01:38+00:00,"Tuntutan penambahan masa jabatan kepala desa dari 6 tahun menjadi 9 tahun berpotensi melanggengkan oligarki. Lantas, bagaimana Islam memandang hal ini? 

https://t.co/GVlv28k5Jw

Serba-serbi MMC
Islam kaffah"
Kyaigringsing62,2023-01-26 01:54:52+00:00,"@msaid_didu Kudeta Konstitusi: Perpanjangan Masa Jabatan Presiden Akan Dimainkan Kepala Desa?
https://t.co/4FPGLKAhT4"
pikiranmerdeka,2023-01-26 01:51:49+00:00,"Ia menyebut perpanjangan masa jabatan itu aspirasi para kepala desa. Jokowi pun mempersilakan mereka menyampaikan hal tersebut kepada DPR.
https://t.co/zKgXIjv8NF"
anggrek3zero,2023-01-26 01:46:59+00:00,"Perpanjangan Masa Jabatan Kepala Desa Disorot, Perpanjangan Tangan Oligarki? | Serba serbi MMC
Lantas, bagaimana Islam memandang hal ini? Selengkapnya simak di dalam video berikut ini! 

https://t.co/rAz1EgaOKn
#IslamKaffah https://t.co/bC8Ue1IsLy"
FederasiTv,2023-01-26 01:46:13+00:00,"Terkait Perpanjangan Masa Jabatan Kepala Desa, Begini Komentar Jokowi https://t.co/lXuLYqapPU"
SemarLurah,2023-01-26 01:45:10+00:00,"@Fahrihamzah Andai panjang ingatan kita masa jabatan kepala desa pernah 5 tahun, 8 tahun 10 tahun dan sekarang 6 tahun artinya masa jabatan 9 tahun bukan hal baru"
tulip3zero,2023-01-26 01:42:02+00:00,"Serba serbi MMC
Unjuk rasa sejumlah kepala desa di depan gedung DPR RI pada 17/1-2023 menuai polemik. Sebab, tuntutan penambahan masa jabatan kepala desa dari 6th menjadi 9th berpotensi melanggengkan oligarki. Lantas, menurut bgmn Islam? simak vidionya

https://t.co/3ff8fdpXaF https://t.co/u1d8FsY7og"
DwiPraptiwi6,2023-01-26 01:36:50+00:00,"Perpanjangan Masa Jabatan Kepala Desa Disorot, Perpanjangan Tangan Oligarki? | Serba serbi MMC
Tuntutan penambahan masa jabatan kades dari 6th menjadi 9th berpotensi melanggengkan oligarki. bgmn pandangan Islam kaffah?Selengkapnya simak videonya

https://t.co/eOc6Ai2I50 https://t.co/4lA8TrX6mz"
BungaPengagum,2023-01-26 01:34:36+00:00,"Tuntutan penambahan masa jabatan kepala desa dari 6 thn menjadi 9 thn berpotensi melanggengkan oligarki.

https://t.co/FIpUkBrDnQ

Kades atau oligarki
Serba-serbi MMC
#Islamkaffah"
IndahAlamku1,2023-01-26 01:33:53+00:00,"Tuntutan penambahan masa jabatan kepala desa dari 6 thn menjadi 9 thn berpotensi melanggengkan oligarki.

https://t.co/rt5ShnnoE1

Kades atau oligarki
Serba-serbi MMC
#Islamkaffah"
AisyahAin14,2023-01-26 01:29:53+00:00,"Perpanjangan masa jabatan Kepala Desa Disorot. Bagaimana Islam memandang ?

https://t.co/PsDBAbczt9

Kades atau oligarki
Serba-serbi MMC
#Islamkaffah"
AisyahAin14,2023-01-26 01:24:53+00:00,"Perpanjangan Masa Jabatan Kepala Desa Disorot, Perpanjangan Tangan Oligarki? 

https://t.co/PsDBAbczt9

Kades atau oligarki
Serba-serbi MMC
#Islamkaffah"
latifajulia,2023-01-26 01:18:15+00:00,"Perpanjangan masa jabatan kepala desa disorot, perpanjangan tangan oligarki?
Serba-serbi MMC https://t.co/kFKm94KZFn
#Islamkaffah https://t.co/ayMmitIaUV"
dinhamidin1,2023-01-26 01:16:50+00:00,"@OposisiCerdas negative ato positif adalah versi dia aja... bkn versi rakyat. Masa jabatan kepala desa ditambah, akan byk kerajaan-kerajaan kecil lahir dari desa. dimana letak mencerdaskan nya?"
Sarimad65790785,2023-01-26 01:15:52+00:00,"tuntutan penambahan masa jabatan kepala desa dari 6 tahun menjadi 9 tahun berpotensi melanggengkan oligarki. Lantas, bagaimana Islam memandang hal ini? Selengkapnya simak di Serba-Serbi MMC ! 

https://t.co/z717tahQxU

Jangan lupa share seluas-luasnya yaa
#IslamKaffah"
Madusari10,2023-01-26 01:15:06+00:00,"tuntutan penambahan masa jabatan kepala desa dari 6 tahun menjadi 9 tahun menuai pro kontra. Sebagai memandang berpotensi melanggengkan oligarki. Lantas, bagaimana Islam memandang hal ini? Selengkapnya simak di Serba-Serbi MMC ! 

https://t.co/2fQh932Ipr
#IslamKaffah"
Hani29755367,2023-01-26 01:12:48+00:00,"tuntutan penambahan masa jabatan kepala desa dari 6 tahun menjadi 9 tahun berpotensi melanggengkan oligarki. Lantas, bagaimana Islam memandang hal ini? Selengkapnya simak di Serba-Serbi MMC ! 

https://t.co/UhAIubRYXa

Jangan lupa share seluas-luasnya yaa
#IslamKaffah"
Hanik59136337,2023-01-26 01:09:43+00:00,"https://t.co/DyVTFyaTIL
Perpanjangan Masa Jabatan Kepala Desa Disorot, Perpanjangan Tangan Oligarki?
Bagaimana Islam memandang? 
Simak di Serba serbi MMC.

#IslamKaffah"
Liya48751145,2023-01-26 01:01:52+00:00,"Perpanjangan Masa Jabatan Kepala Desa Disorot, Perpanjangan Tangan Oligarki? 

#Serba-serbiMMC

#Islam

https://t.co/XivQ2gBuUp"
SonoraFM92,2023-01-26 01:00:18+00:00,"Masa Jabatan Kepala Desa Diusulkan diperpanjang dari 6 tahun menjadi 9 tahun

Apa Pendapat Anda?

#SonoraPagi 
@sonorafm92 
@sonora_bandung
@fm98sonora
 
Streaming :
https://t.co/uhOhw5Kk2n"
opiniarum,2023-01-26 00:56:08+00:00,"Unjuk rasa sejumlah kepala desa gedung DPR RI menuai polemik, sebab tuntutan penambahan masa jabatan kepala desa dari 6 tahun menjadi 9 tahun berpotensi melanggengkan oligarki. 
Selengkapnya hanya di serba-serbi MMC 👇
https://t.co/0qiqinHzYQ

#IslamKaffah https://t.co/RGy2u99GJA"
DMafazaa,2023-01-26 00:54:00+00:00,"Perpanjangan Masa Jabatan Kepala Desa Disorot, Perpanjangan Tangan Oligarki? | Serba serbi MMC
Sebab, tuntutan penambahan masa jabatan kepala desa dari 6 tahun menjadi 9 tahun berpotensi melanggengkan oligarki. 

https://t.co/al8iMbQoGu
#Islamkaffah"
nabielnow,2023-01-26 00:52:03+00:00,"..https://t.co/dng5P6dwtt

Fahri Hamzah menilai anggaran dana desa harus dinaikkan. Namun, lanjutnya, masa jabatan kepala desa dikurangi seiring penambahan anggaran tersebut."
Isaanshori0905,2023-01-26 00:42:02+00:00,"Ketua PBNU di Bidang Hukum dan Pendidikan, Mohamad Syafi’ Alielha menilai, bahwa para kepala desa yang menuntut perpanjangan masa jabatan menjadi sembilan tahun, itu hanya menunjukkan keserakahan atas kekuasaan.https://t.co/B04d2bioe0"
Bunga12000,2023-01-26 00:41:43+00:00,"Perpanjangan Masa Jabatan Kepala Desa di Sorot | simak selengkapnya Serba Serbi MMC
https://t.co/xb04XXoeTC

#Islamkaffah"
DanangCampbell,2023-01-26 00:38:39+00:00,"Perpanjangan Masa Jabatan Kepala Desa Disorot, Perpanjangan Tangan Oligarki? | Serba serbi MMC

Lantas, bagaimana Islam memandang hal ini? Selengkapnya simak di dalam video berikut ini! 

https://t.co/zbmUAkYuxO

#Islamkaffah https://t.co/mVZoJqKoPY"
DanangLester,2023-01-26 00:38:19+00:00,"Perpanjangan Masa Jabatan Kepala Desa Disorot, Perpanjangan Tangan Oligarki? | Serba serbi MMC

Lantas, bagaimana Islam memandang hal ini? Selengkapnya simak di dalam video berikut ini! 

https://t.co/pm8FCH6X52

#Islamkaffah https://t.co/i0PH2eZega"
krokotpink,2023-01-26 00:38:05+00:00,"Perpanjangan Masa Jabatan Kepala Desa Disorot, Perpanjangan Tangan Oligarki? | Serba serbi MMC

Lantas, bagaimana Islam memandang hal ini? Selengkapnya simak di dalam video berikut ini! 

https://t.co/xgk0IvzYRr

#Islamkaffah https://t.co/e8r2w1m0SN"
CahayaP1234,2023-01-26 00:34:31+00:00,"Perpanjangan masa jabatan. Kepala desa disorot perpanjangan tangan oligarki?

Simak yuks
https://t.co/DeTZTpYTl4

#Islamkaffah"
mojokdotco,2023-01-26 00:31:16+00:00,"Setelah demo Kades minta perpanjangan masa jabatan, perihal desa jadi banyak diomongin.

Kepala Suku Mojok pernah mewawancarai Wahyudi Anggoro Hadi, tokoh Desa Panggungharjo yang inspiratif. Beliau dijuluki Lurah rasa Menteri. 

Tonton di sini.
https://t.co/IuLNiaOjXG"
ngopibareng_id,2023-01-26 00:30:02+00:00,Tuntutan perpanjangan masa jabatan kepala desa dianggap sebagai wacana yang dipaksakan. Tuntutan itu diduga bermuatan politis. https://t.co/4DnwzIqRam
1zah121088,2023-01-26 00:24:47+00:00,"Perpanjangan Masa Jabatan Kepala Desa Disorot, Perpanjangan Tangan Oligarki? | Serba serbi MMC
Unjuk rasa sejumlah kepala desa di depan gedung DPR RI pada 17 Januari 2023 menuai polemik. Lantas, bagaimana Islam memandang hal ini?
#Islamkaffah
https://t.co/3xC7bxg0IA"
Linkar_muda,2023-01-26 00:17:13+00:00,Apa urgensinya kepala desa minta masa jabatan 9 tahun
ngopibareng_id,2023-01-26 00:17:02+00:00,Pengajuan usulan perpanjangan masa jabatan Kepala Desa (Kades) dan perangkat desa yang disampaikan oleh Persatuan Perangkat Desa. https://t.co/ufLrBU16uQ
MakEmmak,2023-01-26 00:07:27+00:00,"Sebab, tuntutan penambahan masa jabatan kepala desa dari 6 tahun menjadi 9 tahun berpotensi melanggengkan oligarki.

Tonton videonya di Serba Serbi MMC 
https://t.co/t9hP2AdOpZ

#Islamkaffah https://t.co/yP2HG9DOiu"
Ummu_adhel,2023-01-26 00:02:20+00:00,"Perpanjangan Masa Jabatan Kepala Desa Disorot, Perpanjangan Tangan Oligarki? 

Selengkapnya di Serba serbi MMC
https://t.co/72n0Uza6jg

#Islamkaffah https://t.co/oRYRQHVUsQ"
Sarinem_Ap0499,2023-01-26 00:01:05+00:00,"Perpanjangan masa jabatan kepala desa disorot, perpanjangan tangan ol! G4rki

Serba-serbi MMC 
#IslamKaffah
https://t.co/gGgBQsOFtN"
asma__1453,2023-01-25 23:48:37+00:00,"Perpanjangan Masa Jabatan Kepala Desa Disorot, Perpanjangan Tangan Oligarki? | Serba serbi MMC

 Lantas, bagaimana Islam memandang hal ini? Selengkapnya simak di dalam video berikut ini! 

https://t.co/Ci3VxQoI1o
Jangan lupa share seluas-luasnya yaa
#IslamKaffah https://t.co/pDgXuK01Ww"
Puthutea,2023-01-25 23:48:32+00:00,"Problem utamanya: luka politik pemilihan kepala desa lama sembuhnya.

Solusinya: memperpanjang masa jabatan kepala desa.

Cara berpikir sebagian elite politik kita memang unik 😂"
ummuziza01,2023-01-25 23:43:02+00:00,"Kebijakan hanya berputar pada kepentingan korporasi dan oligarki sang pemilik kuasa
Perpanjangan Masa Jabatan Kepala Desa Disorot, Perpanjangan Tangan Oligarki? 
Serba serbi MMC
https://t.co/Z1cUIkqaJj
#IslamKaffah"
khaniza1982,2023-01-25 23:39:57+00:00,"Sungguh miris, usulan  perpanjangan masa jabatan dgn alasan untuk melaksanakan program pembangunan
Perpanjangan Masa Jabatan Kepala Desa Disorot, Perpanjangan Tangan Oligarki? 
Serba serbi MMC
https://t.co/vdFDLJeLGh
#IslamKaffah"
ummufikri001,2023-01-25 23:34:57+00:00,"Perpanjangan Masa Jabatan Kepala Desa Disorot, Perpanjangan Tangan Oligarki? Bagaimana islam memandang hal ini? 
Serba serbi MMC
https://t.co/ivwZU2sxdk
#IslamKaffah"
ummunis4,2023-01-25 23:34:00+00:00,"Perpanjangan Masa Jabatan Kepala Desa Disorot, Perpanjangan Tangan Oligarki? 
Serba serbi MMC
https://t.co/1bgw6WRw3h
#IslamKaffah"
UmiHafizha2,2023-01-25 23:32:10+00:00,"Tuntutan penambahan masa jabatan kepala desa dari 6 tahun menjadi 9 tahun berpotensi melanggengkan oligarki.
Simak videonya di Serba-Serbi MMC berikut ini
https://t.co/L9gacmai4d
#IslamKaffah"
Putri74843670,2023-01-25 23:29:55+00:00,"Perpanjangan Masa Jabatan Kepala Desa Disorot, Perpanjangan Tangan Oligarki? | Serba serbi MMC

Unjuk rasa sejumlah kepala desa di depan gedung DPR RI pada 17 Januari 2023 menuai polemik. 

https://t.co/WKHY5tEjNe https://t.co/pPu8slznTJ"
Izha19314859,2023-01-25 23:25:53+00:00,"Perpanjangan Masa Jabatan Kepala Desa Disorot, Perpanjangan Tangan Oligarki? | Serba serbi MMC
https://t.co/mw7mVfWnsT
#IslamKaffah"
tic_mlb,2023-01-25 23:22:13+00:00,"Perpanjangan Masa Jabatan Kepala Desa Disorot, Perpanjangan Tangan Oligarki? | Serba serbi MMC

Unjuk rasa sejumlah kepala desa di depan gedung DPR RI pada 17 Januari 2023 menuai polemik.
https://t.co/I6SYI4AjSD
#Islamkaffah https://t.co/Wna3Ayytm1"
Reyviera1,2023-01-25 23:21:54+00:00,"Perpanjangan Masa Jabatan Kepala Desa Disorot, Perpanjangan Tangan Oligarki? | Serba serbi MMC

Unjuk rasa sejumlah kepala desa di depan gedung DPR RI pada 17 Januari 2023 menuai polemik.
https://t.co/YQNTd6YK3m
#Islamkaffah https://t.co/Mu29nQPsGY"
AzzurraAzhar,2023-01-25 23:21:34+00:00,"Perpanjangan Masa Jabatan Kepala Desa Disorot, Perpanjangan Tangan Oligarki? | Serba serbi MMC

Unjuk rasa sejumlah kepala desa di depan gedung DPR RI pada 17 Januari 2023 menuai polemik.
https://t.co/y86AhjlBGo
#Islamkaffah https://t.co/eBsGPHi2Aq"
ke4hokage4,2023-01-25 23:20:48+00:00,"Perpanjangan Masa Jabatan Kepala Desa Disorot, Perpanjangan Tangan Oligarki? | Serba serbi MMC

Unjuk rasa sejumlah kepala desa di depan gedung DPR RI pada 17 Januari 2023 menuai polemik.
https://t.co/3LQ8HfNRz8
#Islamkaffah https://t.co/mNs3hp8dtL"
AsihMaya39,2023-01-25 23:15:38+00:00,"Jokowi tegaskan bahwa perpanjangan masa jabatan Kepala Desa sudah diatur oleh UU No. 6 Tahun 2014.

Peduli Perempuan Janji Joni Mimpi Moana The Last of Us Neymar Dubes Rusia #Oscars2023 #IkatanCintaEp1029 https://t.co/mDQjx1QUBC"
detikcom,2023-01-25 23:13:35+00:00,"Fahri Hamzah menilai anggaran dana desa harus dinaikkan. Namun, lanjutnya, masa jabatan kepala desa dikurangi seiring penambahan anggaran tersebut. https://t.co/p1vZcOdeOd"
bundafajar11,2023-01-25 23:05:13+00:00,"Perpanjangan Masa Jabatan Kepala Desa Disorot, Perpanjangan Tangan Oligarki? | Serba serbi MMC

 Selengkapnya simak di dalam video berikut ini! 

https://t.co/qRQZ6kjyVL

Jangan lupa share seluas-luasnya yaa#islam kaffah https://t.co/Iok7TDsIK6"
As_adSyam89,2023-01-25 22:52:09+00:00,"@budimandjatmiko @UUDesa Politik uang Pilkades lebih elit dibanding pemilihan presiden, kepala daerah bahkan pemilihan caleg bagi masyarakat desa, ketika rancangan revisi uu desa dengan topik utama penambahan masa jabatan kepala desa maka ada peluang untuk cari balik modal pencalonan kepala desa."
LauHamzah,2023-01-25 22:45:18+00:00,"Kepala Desa yang DEMO meminta masa jabatan dinaikkan mungkin itu juga yang dimaksud CA NUN ""Hadrat Fir'aun"" 🙏🤣🤣🤣"
rahmans22161246,2023-01-25 22:21:39+00:00,@OposisiCerdas Salah tolak perpanjangan masa jabatan kepala desa
adam_muhshi,2023-01-25 22:18:21+00:00,Menyigi keuntungan perpanjangan masa jabatan kepala desa 27 tahun untuk siapa? https://t.co/bDvKnb4DUC
sukardin76,2023-01-25 22:15:32+00:00,FITRA Soroti Urgensi Masa Jabatan Kepala Desa dan Revisi UU Desa https://t.co/bVQYWiVGrh
elshinta_tegal,2023-01-25 19:30:00+00:00,"Kemendagri kaji perpanjangan masa jabatan kepala desa

https://t.co/fAUTdenWtr"
GoRiauCom,2023-01-25 19:24:06+00:00,Masa Jabatan Kepala Desa 9 Tahun Berpotensi Munculkan Chaos di Masyarakat https://t.co/eVqO7xDYwZ
GoSumbarcom,2023-01-25 19:24:04+00:00,Masa Jabatan Kepala Desa 9 Tahun Berpotensi Munculkan Chaos di Masyarakat https://t.co/zh8VFfk86Y
GoNewsdotco,2023-01-25 19:21:05+00:00,Masa Jabatan Kepala Desa 9 Tahun Berpotensi Munculkan Chaos di Masyarakat https://t.co/g4mkjvCG4A
radaraktual,2023-01-25 18:30:45+00:00,Mafia Tanah Makin Merajalela Jika Masa Jabatan Kepala Desa Diperpanjang https://t.co/iy67DIHPB1
Indober2020,2023-01-25 18:11:07+00:00,"Pada Senin, 16 Januari 2023 yg lalu, para kepala desa melakukan aksi demonstrasi di depan Gedung DPR RI. Mereka meminta agar Pasal 39 Ayat (1) Undang2  Nomor 6 Tahun 2014 direvisi, sehingga masa jabatan kepala desa yg semula enam tahun bisa menjadi sembilan tahun. https://t.co/2tLOxC1NRN"
Indober2020,2023-01-25 18:09:25+00:00,Presiden menyebut perpanjangan masa jabatan tersebut merupakan aspirasi para kepala desa. Ia pun mempersilakan para kepala desa untuk menyampaikan aspirasi tersebut kepada DPR. https://t.co/z1paIh12cD
Indober2020,2023-01-25 18:08:31+00:00,Penegasan tersebut disampaikan Kepala Negara saat menanggapi pertanyaan awak media terkait perpanjangan masa jabatan kepala desa yang disuarakan para kepala desa di depan Gedung DPR RI beberapa waktu yang lalu. https://t.co/5jVQh5rXZ9
Indober2020,2023-01-25 18:08:09+00:00,"Presiden Joko Widodo menegaskan bahwa Undang-Undang Nomor 6 Tahun 2014 tentang Desa telah mengatur masa jabatan kepala desa selama enam tahun dan selama tiga periode. 
@jokowi https://t.co/cjsdAxO7YF"
indowfofficial,2023-01-25 17:29:35+00:00,"(4) Dimana kata Toha, sesuai dengan Undang-undang nomor 6 Tahun 2014 tentang Desa. Ia menegaskan tidak sama dengan masa jabatan kepala desa. 

Kedua kata Toha, dalam wacana Revisi UU nomor 6 tahun 2014 tentang Desa,"
naufalbambangr,2023-01-25 17:20:21+00:00,"Lihat dari Replyanya, kita bisa melihat betapa Merasa Superiornya orang kota memandang desa. 😃😃

Padahal ini demo Perangkat desa menolak masa jabatan kepala desa yang 9 tahun dan demo meminta perangkat desa bekerja sampai usia pensiun."
RizkiDikka,2023-01-25 17:16:32+00:00,Presiden @jokowi menegaskan bahwa UU No. 6 Tahun 2014 tentang Desa telah mengatur masa jabatan kepala desa selama enam tahun dan selama tiga periode. Presiden menyebut perpanjangan masa jabatan tersebut merupakan aspirasi para kepala desa. https://t.co/CSa5L8Xnel
HariKri09795238,2023-01-25 15:58:46+00:00,"@budimandjatmiko Anti suharto dibebaskan habibie jadi komisaris dan gemuk dukung masa jabatan kepala desa ditambah, lu apaan?"
detikcom,2023-01-25 15:51:11+00:00,Wamendes Budi Arie Setiadi mengungkapkan kajian terkait usulan masa jabatan kepala desa menjadi 9 tahun. Budi menilai luka akibat Pilkades cukup dalam. https://t.co/Z1iEYgAi5Y
fathanahasad,2023-01-25 15:27:45+00:00,"budegg mata gw ngebaca berita, kpl desa mau nmbh masa jabatan jdi 9 tahun, dan tanpa periodisasi, gilaa, mau brp banyak uang ngr lgi yng di markup oleh mereka? dari 2015 smpai skrng desa2 kta masih kek gitu2 aja, dahlah, pmrnth pusat aneh sih klau nerima masukan kepala desa ini."
pesisirpawan,2023-01-25 15:16:21+00:00,"@VIVAcoid Pesan Kepala Desa kami, Masa jabatan kades cukup 1 periode saja pak, cuma 1 periodenya seumur hidup.."
dhamar20,2023-01-25 14:58:45+00:00,Tolak Masa Jabatan Kepala Desa 9 Tahun! UU Desa Untuk Kemajuan dan Kesejahteraan Masyarakat Desa - Tandatangani Petisi! https://t.co/HT1VkPcqHo via @ChangeOrg_ID
radarnasional_,2023-01-25 14:47:18+00:00,"Soal Masa Jabatan Kepala Desa, Jokowi: Undang-Undang Membatasi Enam Tahun
https://t.co/tFZslR8SOv"
hariankompas,2023-01-25 14:41:21+00:00,"Usulan perpanjangan masa jabatan kepala desa dari enam tahun menjadi sembilan tahun harus ditimbang dengan baik. Aspek rasionalitas dan manfaat mesti dilihat sebelum diambil keputusan terkait usulan tersebut.

https://t.co/vewDnVf5Ys

 #Polhuk #AdadiKompas"
Kadea94G,2023-01-25 14:38:35+00:00,"@orangbiasamales Mereka minta tambah masa jabatan krn belum balik modal jd kepala desa
Bukankah begitu wahai kalian para karyawan rakyat ?"
Beritabaruco,2023-01-25 14:37:03+00:00,Intip Besaran Gaji Kepala Desa yang Minta Masa Jabatan Tambah 9 Tahun https://t.co/dOpDnMlFOr https://t.co/d9lrjCyq54
KompasData,2023-01-25 14:36:57+00:00,"Usulan perpanjangan masa jabatan kepala desa dari enam tahun menjadi sembilan tahun harus ditimbang dengan baik. Aspek rasionalitas dan manfaat mesti dilihat sebelum diambil keputusan terkait usulan tersebut. https://t.co/bK3R3UhEOx

#Polhuk #AdadiKompas"
tinjauandata,2023-01-25 14:36:15+00:00,"Jabatan kepala desa

PP No 43/2014 mengatur masa jabatan kades selama 6 tahun, dengan maksimal tiga periode. Selain itu kini terdapat asosiasi perangkat desa di Indonesia.

Sumber:
Kemenkeu
Kemendagri

#TinjauanData 
#datadesa
#datadanadesa https://t.co/8xsfjum4Nr"
beritairn1,2023-01-25 14:30:54+00:00,"Terkait Masa Jabatan Kepala Desa, Presiden: Undang-Undang Membatasi 6 Tahun https://t.co/RWizJP3So1 via @BeritaIrn https://t.co/OmHgMdITh6"
MediaSeruni,2023-01-25 14:21:31+00:00,"Presiden Jokowi Pastikan Masa Jabatan Kepala Desa Masih 6 Tahun
https://t.co/s9jQveenCd
#kades 
#Indonesia 
#IndonesiaMasters2023 
#JokowiPresidenku https://t.co/FuHpIV0vRG"
