username,tweetcreatedts,text
emerson_yuntho,2023-01-19 03:14:07+00:00,Ayo para pengusul coba kasih penjelasan kenapa publik harus dukung masa jabatan Kepala Desa hingga 9 tahun?
MashudiRbg,2023-01-19 03:13:29+00:00,@EdmonR7 @budimandjatmiko @jokowi Masa jabatan kepala desa Khan 6 tahun 3x jadi 18 tahun. Diusulkan 1 atau 2x masa jabatan saja tp tahunnya ditambah karena konflik sosialnya tinggi. Khan Gus Dur saat itu tdk bicara ttg masa jabatan kepala desa
sunardi_3y,2023-01-19 03:12:39+00:00,"PKB dukung penambahan masa jabatan Kepala Desa
#revisiUUDesa
@jokowi 
@halimiskandarnu
@Kemendespdtt
@malik_haramain
@imansyukri
@taufikmadjid71
@yusradaridesa 
@azzameldzikrie 
@tppkemendes
@P3MDKalteng 
@LamandauP3md 
https://t.co/kTVzj1rarZ"
Rudizhacera,2023-01-19 03:10:40+00:00,"Kades menjabat 9 tahun dinilai memiliki sejumlah manfaat bagi warga desa.

Mendes PDTT Abdul Halim Iskandar menegaskan masa jabatan Kepala Desa (Kades) yang 9 tahun akan memberikan banyak manfaat bagi masyarakat desa.

#KemendesPDTT
#SDGsDesa
#DesaBisa
#MulaiDariDesa https://t.co/YQa1NTZSxg"
MrBekalicky89,2023-01-19 02:42:33+00:00,"@rizkidamar222 @BuruhPemda @halimiskandarnu Kalau masa jabatan Kepala Desa 9 tahun + Dana Desa 1M/desa/tahun ini sudah jadi UU sah, sulit hapus ataupun revisi. Bahkan kepdes di masyarakat adat akan makin tamak dan kolusi neopotisme."
IcanPontoh,2023-01-19 02:41:44+00:00,PKB Dukung Penambahan Masa Jabatan Kepala Desa | Republika Online Mobile https://t.co/oIIonfxkVs
sitimukiyarti,2023-01-19 02:41:18+00:00,"Ketua Umum PKB Muhaimin Iskandar alias Cak Imin mendukung masa jabatan kepala desa yang awalnya enam tahun menjadi sembilan tahun dalam satu periode, maksimal menjabat dua periode.
.
https://t.co/4a812H7BAA"
Miduk17,2023-01-19 02:34:23+00:00,"Padahal untuk masa jabatan saat ini (6 tahun) saja, tercatat 686 Kepala Desa yang jadi TERSANGKA KORUPSI

Bahkan, pembagian BANSOS yg mengutamakan keluarga (walau berkategori mampu) bukanlah hal mengejutkan

Lantas, apa yang bisa menjamin 9 tahun masa jabatan akan lebih baik? https://t.co/2dDz8mepHm"
Miduk17,2023-01-19 02:31:00+00:00,"Masa jabatan 9 tahun bagi kepala desa TIDAK MASUK AKAL

Ini adl praktek nyata MERUSAK demokrasi, sekaligus memperbesar peluang KORUPSI dan NEPOTISME

9 tahun (18 tahun jika 2 periode) juga MEMUTUS regenerasi bibit2 pemimpin desa

Ujung2nya anak muda akan APATIS, minim kontribusi https://t.co/ffUJIUB2Ag"
masimansukri,2023-01-19 02:28:15+00:00,"Mendukung 9 Tahun masa jabatan Kepala Desa

@imansyukri https://t.co/FcDsLiWO5D"
irvan65643411,2023-01-19 02:27:38+00:00,"PKB bersama Kades
Sepakat memperjuangkan masa bakti jabatan kepala Desa dari 6 tahun menjadi 9 tahun. https://t.co/hdLt0S50kv"
serambinews,2023-01-19 02:20:45+00:00,"Aksi demo yang dilakukan ribuan Kades dari berbagai daerah itu bertujuan untuk menuntut perubahan masa jabatan kepala desa, dari sebelumnya 6 tahun diperpanjang menjadi 9 tahun.
 
https://t.co/OxAkrJoPdm via @serambinews"
jurnascom,2023-01-19 02:19:34+00:00,Ketua MPR Dukung Perpanjangan Masa Jabatan Kepala Desa https://t.co/Af0sTVLGb1
RUSLANKANI11,2023-01-19 02:19:19+00:00,PKB Dukung penambahan masa jabatan kepala desa https://t.co/HC73XAH0iQ
4HurufNamaKu,2023-01-19 02:18:20+00:00,"Bansos di bagikan tidak tepat sasaran kebanyakan hanya orang2 dekat aparat desa dan pemilih mereka tidak peduli mereka kaya, sekali lg mohon di tinjau ulang untuk masa jabatan 9 tahun kepala desa
Pak @jokowi menteri dalam negeri @DPR_RI @budimandjatmiko"
thepecikode,2023-01-19 02:17:21+00:00,"Yang begini yang mau didukung kasi perpanjangan masa jabatan ? @Bambangelf @budimandjatmiko @cakimiNOW @mohmahfudmd @jokowi tolong lah mikir yang agak panjang, tidak sedikit masyarakat yang merasa ter intimidasi oleh gaya kepala desa yg sekarang yang berubah jadi raja2 kecil."
AfridelAntoni23,2023-01-19 02:14:46+00:00,"Dukungan Menteri Desa PDTT thdp masa jabatan kepala desa 
@halimiskandarnu
@Kemendespdtt
@malik_haramain
@imansyukri
@taufikmadjid71
@yusradaridesa 
@azzameldzikrie 
@tppkemendes
@ditjenpdp
@SukoyoKasekpro
@wendriadi
@gito_afriendra2
@DasrilNovrianto

https://t.co/9HGbZeEDmd"
Hermand49302200,2023-01-19 02:13:33+00:00,"Mendes PDTT Abdul Halim Iskandar menegaskan masa jabatan Kepala Desa (Kades) yang 9 tahun akan memberikan banyak manfaat bagi masyarakat desa.

#KemendesPDTT
#SDGsDesa
#DesaBisa
#MulaiDariDesa https://t.co/5dOVEFux83"
Ceha_Anwar,2023-01-19 02:12:49+00:00,"@Pencerah___ @budimandjatmiko Logika yg mereka paparkn dg masa jabatan 6 thn, adlh cara² berdemokrasi yg tdk sehat, jadi sy pribadi tdk setuju masa nya yg diperpanjang, seharus nya sistemnya yg mesti diperbaiki.
Jk cara² tsb dipertahankn korupsi, kolusi n manipulasi ats nama kepala desa kian tercanggihkan."
ins_firman,2023-01-19 02:09:58+00:00,"Desa Bangkit, 
6 tahun menjadi 9 tahun masa jabatan Kepala Desa.
@baGUSMUHAIMIN24 @BagusMuhaiminS1 @cakimiNOW 
@hexa_abid @sulsel_01 https://t.co/eCYWzWjstc"
sagaranesia,2023-01-19 02:03:14+00:00,"Hengky Kurniawan, Bupati Bandung Barat mendukung usulan masa bakti jabatan kepala desa menjadi sembilan tahun 

#sagaranesia #HengkyKurniawan #BupatiBandungBarat #KBB #dukung #masabakti #kepaladesa #sembilantahun
https://t.co/NrmQmnPiM3"
tempodotco,2023-01-19 02:01:35+00:00,"Kepala Desa Minta Masa Jabatan Jadi 9 Tahun, Ahli Sebut Merusak Demokrasi https://t.co/9sK5vtbBA6 #TempoVideo"
raisul_jamil,2023-01-19 01:53:07+00:00,"Kades menjabat 9 tahun dinilai memiliki sejumlah manfaat bagi warga desa.

Mendes PDTT Abdul Halim Iskandar menegaskan masa jabatan Kepala Desa (Kades) yang 9 tahun akan memberikan banyak manfaat bagi masyarakat desa.

#KemendesPDTT
#SDGsDesa
#DesaBisa
#MulaiDariDesa https://t.co/8wITroc8Q9"
bhp_semarang,2023-01-19 01:49:13+00:00,"Mau Tau Respon BPHN Tentang Usulan Perubahan Masa Jabatan Kepala Desa https://t.co/gslqNOGgco

@Kemenkumham_RI @bhp_semarang #bhpsemarang #KumhamPasti #KumhamSemakinPasti #kamipasti #kumham #Kemenkumham #KemenkumhamRI #kanwilkemenkumhamjateng #KumhamSehat #KumhamProduktif #BPHN https://t.co/k4AII4PTti"
bhp_semarang,2023-01-19 01:42:52+00:00,"Mau Tau Respon BPHN Tentang Usulan Perubahan Masa Jabatan Kepala Desa https://t.co/QuM72KKvgB 

@Kemenkumham_RI @bhp_semarang #bhpsemarang #KumhamPasti #KumhamSemakinPasti #kamipasti #kumham #Kemenkumham #KemenkumhamRI #kanwilkemenkumhamjateng #KumhamSehat #KumhamProduktif #BPHN https://t.co/fEe74UT4KF"
moenaweir,2023-01-19 01:31:13+00:00,@DPP_PKB dukung penambahan masa jabatan kepala desa menjadi 9 tahun. @cakimiNOW https://t.co/ELiUBYn3HZ
azmi_iswandi,2023-01-19 01:25:34+00:00,Apresiasi Kepala Desa kepada PKB yang selalu konsisten untuk memperjuangkan Aspirasi masa Jabatan Kades dari 6 Tahun menjadi 9 Tahun demi menyelesaikan Kemaslahatan Masyarakat Desa. https://t.co/vje5YjFHDL
Fraksi_Gerindra,2023-01-19 01:17:25+00:00,"@HeriGunawan88 Turut Temui Massa Kepala Desa Demo DPR Tuntut Masa Jabatan 9 Tahun

https://t.co/wBJ02YvVaj

#AksiNyataGerindraUntukDesa"
nayla_syamil,2023-01-19 00:49:08+00:00,@ProfesorSuteki Mewaspadai kontrak politik terselubung di balik perpanjang masa jabatan Lurah dan Kepala Desa
badrun_erb,2023-01-19 00:26:53+00:00,"Orang yg dulu katanya memperjuangkan demokrasi dgn menumbangkan Soeharto, sekarang mau mematikan demokrasi dgn mendukung perpanjangan masa jabatan kepala desa hanya demi suara elektoral. Cuiih..
#SelamatkanDemokrasiDesa"
nug19137548,2023-01-19 00:23:23+00:00,@MuhammadSaewad Itu semua yg gerakin kepala desa dgn meminta perpanjangan masa jabatan kan di belakang dan yg buat skenario jelang '24 kan elo bud..segala cara elo lakukan demi ambisi kotor
didikisGooners,2023-01-19 00:20:41+00:00,"@Leonita_Lestari Mbak nita,kali ini saya kurang setuju sama Pakdhe soal kepala desa,sebagai orang desa tw betul bgmna masifnya politik uang pada saat pilkades,merubah 3x menyadi 2x pemilihan cuma “membantu” para kades “ngirit”.9thn masa jabatan hanya akan menjadikan “Monster kecil” tingkat desa"
BangUmar_,2023-01-19 00:17:15+00:00,"Jika Jokowi Setuju Jabatan Kepala Desa 9 Tahun, Demokrasi dalam Bahaya - Untuk masa jabatan 6 tahun saja tercatat ada 686 kepala desa yang menjadi tersangka kasus korupsi… https://t.co/EcIzxKSrcf"
sri294707,2023-01-19 00:14:21+00:00,"Kades menjabat 9 tahun dinilai memiliki sejumlah manfaat bagi warga desa.

Mendes PDTT Abdul Halim Iskandar menegaskan masa jabatan Kepala Desa (Kades) yang 9 tahun akan memberikan banyak manfaat bagi masyarakat desa.

#KemendesPDTT
#SDGsDesa
#DesaBisa
#MulaiDariDesa https://t.co/lcTPvO82uw"
bhp_semarang,2023-01-19 00:07:11+00:00,"Mau Tahu Respon BPHN tentang Uuslan Perubahan Masa Jabatan Kepala Desa? https://t.co/pBIaXpLSkL 

@Kemenkumham_RI @bhp_semarang #bhpsemarang #KumhamPasti #KumhamSemakinPasti #kamipasti #kumham #Kemenkumham #KemenkumhamRI #kumhamsehat #kumhamproduktif #kanwilkemenkumhamjateng"
ErmiSays,2023-01-19 00:03:44+00:00,"apa argumentasi para kepala desa menuntut perubahan masa jabatan dari 6 menjadi 9 tahun? 

hal yg urgen mesti diperbaiki dari pemerintahan desa adalah Dimensi Teknis (manajerial) dan Dimensi SDMnya, sistem yg harus dibangun bukan perpanjangan masa jabatan kades."
trisriadi85,2023-01-18 23:56:47+00:00,"Kades menjabat 9 tahun dinilai memiliki sejumlah manfaat bagi warga desa.

Mendes PDTT Abdul Halim Iskandar menegaskan masa jabatan Kepala Desa (Kades) yang 9 tahun akan memberikan banyak manfaat bagi masyarakat desa.

#KemendesPDTT
#SDGsDesa
#DesaBisa
#MulaiDariDesa https://t.co/pbfczmuswo"
steropic,2023-01-18 23:56:45+00:00,"Kepala desa dari babel apakah ada yang ke Jakarta minta perpanjangan masa jabatan? Kalo anda ikut, anda sakit! #perpanjangmasajabatan"
FajarRasyid01,2023-01-18 23:52:44+00:00,"Kades menjabat 9 tahun dinilai memiliki sejumlah manfaat bagi warga desa.

Mendes PDTT Abdul Halim Iskandar menegaskan masa jabatan Kepala Desa (Kades) yang 9 tahun akan memberikan banyak manfaat bagi masyarakat desa.

#KemendesPDTT
#SDGsDesa
#DesaBisa
#MulaiDariDesa https://t.co/Sysxr3Rzls"
DaulatRakyat_RI,2023-01-18 23:44:16+00:00,@gea_asa Urgensi revisi UU Desa bukanlah masa jabatan Kades tapi percepatan pembangunan di Desa &amp; Kekosongan payung Hukum yg belum diatur dlm UU Desa. Semoga pemerhati Desa ikut andil menyuarakan kepentingan semua pihak di Desa bukan hanya Kepala Desa termasuk masyarakat Desa @RamliRizal
SndNyn,2023-01-18 23:43:01+00:00,"Kepala desa demo masa jabatan dari 6 tahun jadi 9 tahun, pas jaman covid kemaren orang orang dapet bantuan dari pemerintah, didesaku yang indah ga ada bantuan. Ada bantuan hanya yang terdaftar sebagai penerima BLT."
bhp_semarang,2023-01-18 23:35:03+00:00,"Mau Tahu Respon BPHN Tentang Usulan Perubahan Masa Jabatan Kepala Desa https://t.co/fGQaLnLAZZ 

@Kemenkumham_RI @bhp_semarang #bhpsemarang #KumhamPasti #KumhamSemakinPasti #kamipasti #kumham #Kemenkumham #KemenkumhamRI #kumhamsehat #kumhamproduktif #Twitter #Desa #berita #viral"
mahmuddinsaud96,2023-01-18 23:11:19+00:00,@NenkMonica Jabatan Kepala Desa cukup 6 tahun saja kalau ingin memperpanjang masa jabatannya perbaiki Kinerja dan kejujurannya sehingga masyarakat dapat memilih kembali pada priode ke 2 selama 6 tahun  berarti ia menduduki jabatan 12 tahun.
mahmuddinsaud96,2023-01-18 23:06:43+00:00,@Midjan_La_2 Masa jabatan Kepala Desa cukup 6 tahun kalau mau memperpanjang masa jabatan Perbaiki Kinerjanya sehingga di cintai rakyatnya sampai Priode berikutnya sehingga kalau rakyatnya sehingga dapat menduduki jabatan 12  tahun.
akuntan25,2023-01-18 22:57:47+00:00,Tuntutannya perpanjangan 50% dari batas masa jabatan lurah/kepala desa
SoniVitalis,2023-01-18 22:52:53+00:00,"Hebat PKB berjuang UU Desa, berjuang masa jabatan kepala Desa 9 tahun, kenapa tidak berjuang juga masa jabatan Presiden, Gubernur, dan juga Bupati 10 tahun?.
Ini baru namanya PKB hebat sehingga makin banyak juga para kepala Desa yang KORUPSI nantinya,"
jhpurnomo,2023-01-18 22:41:28+00:00,"@detikcom Justru itu bang @budimandjatmiko kualitas kepala desa terpilih diuji. Yg kita butuhkan saat ini adalah kades yg punya Kemampuan mengkonsolidasi rakyat yg terbelah, bukan menambah masa jabatan"
BejoKuyuk,2023-01-18 20:49:16+00:00,"Tuntut Masa Jabatan 9 Tahun, Ratusan Kepala Desa Lakukan Unjuk Rasa
https://t.co/dXkB6rdwH9 https://t.co/wJk7k5ufOX"
DjumadiPartose1,2023-01-18 20:25:56+00:00,"@ProfesorSuteki Ternyata perpanjangan masa jabatan dimulai dari Kepala Desa, dan pesannya tolak OTT.Pada hal mandat rakyat hanya 5 tahun."
MabahitsF,2023-01-18 19:01:37+00:00,"pertanyaanya apakah dengan 9 tahun masa jabatan kepala desa dapat membangun desa lebih baik dari pada sebelumnya atau malah lebih ke enakan dalam kepentingan pribadi. 
#KepalaDesa"
MabahitsF,2023-01-18 19:01:37+00:00,"melihat seruan aksi kepala desa se indonesia, dengan menuntut masa jabatannya yang di mana 6 tahun merasa kurang untuk membangung desa dan membuat masyarakat sejahtera, mereka menuntut masajabatannya dari 6 tahun di tambah 3 tahun yaitu 9 tahun masa jabatan.
#KepalaDesa"
tempodotco,2023-01-18 18:47:05+00:00,"Kepala Desa Minta Masa Jabatan 9 Tahun, Ahli Sebut Merusak Demokrasi https://t.co/PuCCPgyH5r #TempoNasional"
Om_HME,2023-01-18 18:05:59+00:00,"@susipudjiastuti Orba hanya membuat masa jabatan kepala desa 8thn utk mendapatkan dukungan dr Kepala Desa yg ingin menghegemoni masyarakat desa dgn feodal. Rezim skrg tdk tanggung2 dibuatnya mjd 9thn.

Yg dulu mengakunya sangat benci dgn Orba, skrg semua aturan dibuatnya melebihi Orba."
Oswin_M2,2023-01-18 18:04:25+00:00,@cakimiNOW Budiman Sujatmiko kok malah yg dipanggil Presiden ke Istana bahas masa jabatan kepala Desa...
Oswin_M2,2023-01-18 18:04:09+00:00,@Brigade01Arwan1 @cakimiNOW Budiman Sujatmiko kok malah yg dipanggil Presiden ke Istana bahas masa jabatan kepala Desa...😎
Anakdes26611263,2023-01-18 17:59:28+00:00,@NenkMonica Dengan upaya minta perpanjangan  masa Jabatan kepala desa  tidak lepas dari  kepala negera yang juga   di suarakan Oleh sebagaian  orang untuk perpanjangan  jabatan PERSIDEN
anakindependen,2023-01-18 17:19:02+00:00,Apa yg dalam kepala mendes hingga mendukung usulan perpanjangan masa jabatan kepala desa jadi 9 tahun?
PeloporMedia,2023-01-18 16:23:24+00:00,Mau Tahu Respon BPHN Tentang Usulan Perubahan Masa Jabatan Kepala Desa ??? https://t.co/5PChfy4haj
sitorusery,2023-01-18 16:19:32+00:00,"@Leonita_Lestari Oke, aspirasi para kepala desa itu diakomodir. Lalu bagaimana dengan aspirasu masyarakat yg khawatir kadesnya kurang amanah menjabat selama itu?
Kebijakan perpanjangan masa jabatan perlu diimbangin dengan kebijakan pengetatan pengawasan. Ada info/artikel yg memuat hal ini?"
HartatiKapita,2023-01-18 16:09:30+00:00,Fraksi PKB mendukung masa jabatan kepala desa dari 6 tahun menjadi 9 tahun @baGUSMUHAIMIN24 @cakimiNOW https://t.co/JttIbhEY8N
Didi_Gunawan21,2023-01-18 16:04:59+00:00,"@budimandjatmiko @jokowi Di Desa kami kepala desanya sibuk dengan urusan dirinya sampai lupa sama tugasnya, gaji lancar tapi tidak ada hasil kerja dan timbul lagi usulan 9 tahun itu sangat konyol membebani dan menyengsarakan masyarakat Desa 5 tahun cukup lah untuk masa jabatan kepala Desa"
Ero_P06,2023-01-18 15:52:02+00:00,@masfaisolriza Mari kita gembosi suara PKB.... krn mendukung perpabjanv masa jabatan kepala Desa...
BapakNadif,2023-01-18 14:54:20+00:00,"Presidennya minta 3 periode..
Kepala Desa nya minta masa jabatan 9 tahun..
Kok pada kemaruk jabatan"
aryadwipanggak1,2023-01-18 14:47:26+00:00,@yaniarsim @DPR_RI Tolak perpanjangan masa jabatan kepala desa ❗
Marawa_RG,2023-01-18 14:43:32+00:00,"Kepala Desa Dari masa jabatan 6 tahun minta di perpanjang masa jabatan menjadi 9 tahun 

Rakus apa Tamak?"
thepecikode,2023-01-18 14:43:31+00:00,@uyaboira Mungkin mau barter. Nanti setelah masa jabatan kepala desa disetujui. Maka berlomba lomba lah kepala desa minta perpanjangan masa jabatan presiden.
mediaindonesia,2023-01-18 14:40:30+00:00,"ehingga, katanya, penyimpangan atas prinsip pembatasan masa jabatan kepala desa merupakan penyimpangan terhadap amanat konstitusi.#mediaindonesia
#referensibangsa
#perpanjangankades

Sumber: https://t.co/MCJMK3S0Dp"
bhp_semarang,2023-01-18 14:30:44+00:00,"MAU TAHU RESPON BPHN TENTANG USULAN PERUBAHAN MASA JABATAN KEPALA DESA ???https://t.co/ifaRNvhmL0 

@Kemenkumham_RI @bhp_semarang #bhpsemarang #KumhamPasti #KumhamSemakinPasti #kamipasti #kumham #Kemenkumham #kemenkumhamri #kumhamproduktif #berita #Twitter #BreakingNews #Desa https://t.co/twsW1n71eC"
bhp_semarang,2023-01-18 14:30:29+00:00,"MAU TAHU RESPON BPHN TENTANG USULAN PERUBAHAN MASA JABATAN KEPALA DESA ???https://t.co/ifaRNvhmL0 

@Kemenkumham_RI @bhp_semarang #bhpsemarang #KumhamPasti #KumhamSemakinPasti #kamipasti #kumham #Kemenkumham #kemenkumhamri #kumhamproduktif #berita #Twitter #BreakingNews #Desa"
bhp_semarang,2023-01-18 14:25:32+00:00,"Usulan perubahan masa jabatan kepala desa https://t.co/OzObbTnIzv 

@Kemenkumham_RI @bhp_semarang #bhpsemarang #KumhamPasti #KumhamSemakinPasti #kamipasti #kumham #Kemenkumham #kemenkumhamri #kumhamproduktif #berita #Twitter #BreakingNews #socialmedia #desa #jateng #viral"
Edisiwanto21,2023-01-18 14:23:07+00:00,"@CNNIndonesia Saya lebih setujuh 3 tahun masa jabatan kepala desa,jika memang niat membangun desa atau memajukan desa saya rasa cukup,jika masa jabatan 9 tahun kalau kinerja byak memtingkan golongan tertentu atau kelompok mau dibawa kemana negara ini🙏"
Ars_sand,2023-01-18 14:08:26+00:00,"@Kopipait__78 6 th pingin 9 th ?
Berpijak pada Pasal 39 UU No 6 Tahun 2014 tentang Desa : ..... Kepala Desa dapat menjabat paling banyak 3 (tiga) kali masa jabatan secara berturut-turut atau tidak secara berturut-turut.
Mau jadi Raja-Raja Kecil...
Manusia2 serakah....."
Beritabaruco,2023-01-18 14:05:10+00:00,Pakar Kebijakan Publik UNEJ Sebut Perpanjangan Masa Jabatan Kepala Desa Untungkan Kades https://t.co/GZKVNtrjf2 #Nasional #BeritaBaruJatim #BeritaJatim #Beritabaruco https://t.co/Q84jc578Oq
MudaGeubrina,2023-01-18 14:03:51+00:00,Luar biasa Gus Mentri dalam memperjuangkan Masa jabatan Kepala desa 9 Tahun..semoga desa lebih maju.. https://t.co/jBG086yqVk
rfaytryh,2023-01-18 13:47:52+00:00,"Kepala desa gonku wingi wes sik lanang 2 periode saiki sik wedok yo 2 periode, kok muni arep 9 tahun masa jabatan wkwkwk"
petigabangkit,2023-01-18 13:43:00+00:00,Kepala Desa jabat 9 tahun dngan masa jabatan 2 periode. 18 Tahun lumayan lah yaa..
AUZIR62,2023-01-18 13:35:43+00:00,"Gus Muhaimin bersama 
Fraksi PKB DPR RI siap memperjuangkan aspirasi dari para kepala desa se-Indonesia. Terkait UUD Desa No.6/2024 prihal masa jabatan kepala desa dari 6 tahun menjadi 9 tahun.pkb bersama kepala Desa
.
#UUDDesa #KepalaDesa https://t.co/EKvQ9PcGZq"
wawiez,2023-01-18 13:33:22+00:00,"Hemat saya usulan perpanjangan masa jabatan Kepala Desa dari 6 menjadi 9 tahun jangan diakomodir.

Itu aspirasi hanya untuk memuaskan ambisi pribadi si Kepala Desa dan kroninya saja, bukan aspirasi masyarakat Desa nya."
wawiez,2023-01-18 13:32:05+00:00,"Parahhhh..
Kepala Desa demo minta perpanjangan masa jabatan dari 6 menjadi 9 tahun.

Keenakan mungkin jadi Kepala Desa, apalagi tiap tahun dapat Dana Desa yang jumlahnya bisa mencapai Milyaran. 

#KepalaDesa"
Antara_Kalteng,2023-01-18 13:30:16+00:00,Usulan perubahan masa jabatan kepala desa https://t.co/KVbNFfUYl7
djidez17,2023-01-18 13:25:38+00:00,"@tvOneNews Blm puas dgn 6 thn, jadi minta 9 thn,, menurut sy jabatan kepala desa sebaiknya 5 thn sm sprti masa jabatan Presiden, Gubernur, Bupati dan Anggota DPR"
merdekadotcom,2023-01-18 13:24:21+00:00,"Momen Kepala Desa se-Indonesia Geruduk DPR, Desak Masa Jabatan jadi 9 Tahun https://t.co/K8n6GLrCA1"
hafizan73,2023-01-18 13:12:39+00:00,"Bismillah...
Fraksi PKB DPR RI siap memperjuangkan aspirasi dari para kepala desa se-Indonesia. Terkait UUD Desa No.6/2024 prihal masa jabatan kepala desa dari 6 tahun menjadi 9 tahun.
.
.
#UUDDesa #KepalaDesa https://t.co/iUEPViDp9r"
Wirhamdani21,2023-01-18 12:58:53+00:00,"@kemendespdtt Bapak menteri perlu kaji lagi, upaya melanggengkan kekuasaan kepala desa ini adalah kemunduran bagi proses kaderisasi dan demokrasi di desa, perlu d tinjau lagi dari sisi historis dulu masa jabatan kades pernah 8 tahun sebagaimana tertuang dalam UU no 5 th 1979, itu TDK efektif"
FauziST10,2023-01-18 12:53:49+00:00,"PKB mendukung perubahan UU Desa terkait perubahan masa jabatan Kepala Desa
#PKBbersamakades
@Gusmuhaimin
@HasanZulfahmi 
@Mursyidan10 
@zakaria_hmy https://t.co/wVbUipIMNU"
ivooxid,2023-01-18 12:51:18+00:00,GMNI Probolinggo Tolak Perpanjangan Masa Jabatan Kepala Desa https://t.co/HcOWqxMyM4
_yusraalhabsyi_,2023-01-18 12:48:50+00:00,"Sebagai anak desa, saya berharap aspirasi Kepala-kepala Desa di DPR RI untuk memperpanjang masa jabatan dari 6 (enam) tahun menjadi 9 (sembilan) tahun dapat menjadi jalan baru efisiensi dan efektifitas, serta memaksimalkan tugas pelayanannya."
rugeri,2023-01-18 12:37:46+00:00,"Tuntutan itu disuarakan secara resmi oleh Papdesi. Organisasi para kepala desa se Indonesia.

Sebelum melangkah, Perlu dimengerti bahwa akumulasi masa jabatan kepala desa saat ini 18 tahun. Tentu saja dengan syarat memenangi 3 kali Pilkades baik  berturut- turut maupun tidak. https://t.co/Uz6DKGfvsL"
rugeri,2023-01-18 12:36:01+00:00,"6 atau 9 tahun ?. Polemik masa jabatan  kepala desa.

Saat ini sedang viral. Kepala desa se - Indonesia  ""turun ke jalan "" di depan  Gedung DPR RI.  Menuntut penambahan masa jabatan dari 6 tahun menjadi 9 tahun. https://t.co/r7q3j1XOpB"
RestuBu91084539,2023-01-18 12:34:51+00:00,"@CNNIndonesia Pejabat laknat ini toh yg dukung.. 
Desa masih pada susah masyarakat nya..
udah minta perpanjangan masa jabatan. Kerja yg bener buat warga desanya. Pasti akan di pilih lagi.. Otak otak woy otak kepala desa pada laknat. Pikirannya"
SlamyHwa,2023-01-18 12:32:02+00:00,"@SWEETAL154 Pasal 39 UU No 6 Tahun 2014 Ttg Desa : Kepala Desa memegang jabatan selama 6 (enam) tahun terhitung sejak tanggal pelantikan. Kepala Desa dapat menjabat paling banyak 3 (tiga) kali masa jabatan secara berturut-turut atau tidak secara berturut-turut.

Kepala desa gk paham UU."
ILHAM2504,2023-01-18 12:29:22+00:00,"Kemaren kepala desa seluruh Indonesia geruduk gedung DPR , tuntutan ya ingin minta di perpanjang masa jabatan dari 6 tahun jadi 9 tahun, gaji ingin naik... mantap DPR gercep presidennya jg langsung setuju beda kl yg demo buruh yg satu ngumpet yg satu lg malah jumpa bebek😰 https://t.co/ZFIDQdayZr"
beritajatimcom,2023-01-18 12:14:04+00:00,"Kades Tuntut Masa Jabatan 9 Tahun, Begini Penjelasannya .

Malang (https://t.co/ksziGGp1k3) – Ratusan Kepala Desa asal Kabupaten Malang ikut bergabung melakukan aksi damai di Jakarta, Selasa (17/1/2023)… https://t.co/obdKAqfWdt #PolitikPemerintahan #DemoKades via @beritajatimcom"
kita_gelud,2023-01-18 12:12:22+00:00,Masa jabatan kepala desa mau dirubah jadi maks 2 periode dengan masing-masing periode adalah 9 tahun. Pinter bener cara mainnya 🤣
PrabuMakkarumpa,2023-01-18 12:08:11+00:00,"Dalam aksi tersebut,  massa aksi meminta agar DPR RI bersama pemerintah untuk merevisi Undang-undang (UU) Nomor 6 Tahun 2014 tentang Desa, terlebih khusus pada aturan mengenai masa jabatan (periodesasi) kepala desa.  #PrabowoSatukanNegeri Prabowo Subianto #kerjasama
"""
Om_HME,2023-01-18 11:59:23+00:00,"Orba hanya membuat masa jabatan kepala desa 8thn utk mendapatkan dukungan dr Kepala Desa yg ingin menghegemoni masyarakat desa dgn feodal. Rezim skrg tdk tanggung2 dibuatnya mjd 9thn.

Yg dulu mengakunya sangat benci dgn Orba, skrg semua aturan dibuatnya melebihi Orba."
Om_HME,2023-01-18 11:59:11+00:00,"@Heraloebss Orba hanya membuat masa jabatan kepala desa 8thn utk mendapatkan dukungan dr Kepala Desa yg ingin menghegemoni masyarakat desa dgn feodal. Rezim skrg tdk tanggung2 dibuatnya mjd 9thn.

Yg dulu mengakunya sangat benci dgn Orba, skrg semua aturan dibuatnya melebihi Orba."
Leonita_Lestari,2023-01-18 11:54:28+00:00,"Pada kisah itu, masuk akal cerita bahwa Presiden sangat concern dengan rakyat dan maka memenuhi permintaan para kepala desa agar DPR merevisi UU Desa terkait masa jabatan, dipenuhi. https://t.co/UmLutrp8oh"
AmukRonggolawe,2023-01-18 11:48:24+00:00,"Semula kepala desa hanya boleh menjabat 2 periode, lalu tuntutan mereka dikabulkan jadi 3 periode. Sekarang nuntut lagi masa jabatan dari 6 tahun jadi 9 tahun."
ShapeSulaiman,2023-01-18 11:38:50+00:00,"9 Tahun UU Desa dan 9 tahun masa jabatan kepala desa
@halimiskandarnu 
@taufikmadjid71
@azzameldzikrie 
@yusradaridesa 
@malik_haramain
@DitjenPPKTrans https://t.co/UCzCzHiCK2"
